,accTrain,accTest,time
0,0.010167464114832535,0.005582137161084529,31.592851638793945
1,0.014553429027113238,0.01036682615629984,59.40771961212158
2,0.019736842105263157,0.013556618819776715,87.01955151557922
3,0.02850877192982456,0.028708133971291867,115.06946039199829
4,0.029904306220095694,0.027910685805422646,142.95734071731567
5,0.043859649122807015,0.03508771929824561,170.9767439365387
6,0.05083732057416268,0.03508771929824561,198.97614431381226
7,0.06738437001594896,0.06937799043062201,227.0470564365387
8,0.07655502392344497,0.06698564593301436,255.0174515247345
9,0.10187400318979266,0.08133971291866028,283.180380821228
10,0.12021531100478469,0.10526315789473684,312.1999590396881
11,0.12639553429027114,0.10526315789473684,341.3240554332733
12,0.16666666666666666,0.14513556618819776,369.98757147789
13,0.17543859649122806,0.14912280701754385,398.88713002204895
14,0.1941786283891547,0.13157894736842105,427.5046372413635
15,0.2109250398724083,0.14912280701754385,456.5912277698517
16,0.2372408293460925,0.1937799043062201,485.5452952384949
17,0.25578149920255183,0.18341307814992025,514.4663562774658
18,0.2840909090909091,0.21212121212121213,542.6287844181061
19,0.2834928229665072,0.19696969696969696,570.5186655521393
20,0.30442583732057416,0.20813397129186603,598.401044845581
21,0.3590510366826156,0.23046251993620415,626.3019278049469
22,0.3873604465709729,0.23524720893141945,654.9184358119965
23,0.3706140350877193,0.23125996810207336,683.5944542884827
24,0.4226475279106858,0.23684210526315788,711.5158405303955
25,0.45873205741626794,0.2583732057416268,739.7942898273468
26,0.45514354066985646,0.2607655502392344,767.7261776924133
27,0.5263157894736842,0.2799043062200957,795.7895882129669
28,0.5332934609250398,0.2799043062200957,823.8034908771515
29,0.5460526315789473,0.284688995215311,852.0964424610138
30,0.5580143540669856,0.28708133971291866,880.9389898777008
31,0.6072567783094099,0.28548644338118023,909.2709484100342
32,0.5937001594896332,0.2958532695374801,937.4438786506653
33,0.6176236044657097,0.30462519936204147,965.5317943096161
34,0.6766347687400319,0.3157894736842105,993.9782717227936
35,0.6911881977671451,0.3062200956937799,1022.4967629909515
36,0.7099282296650717,0.32854864433811803,1051.3738164901733
37,0.722488038277512,0.31259968102073366,1080.3263835906982
38,0.7027511961722488,0.3269537480063796,1108.84437417984
39,0.7474082934609251,0.36044657097288674,1136.9172866344452
40,0.7699362041467305,0.3397129186602871,1165.180233001709
41,0.8066188197767146,0.34688995215311,1193.6277112960815
42,0.7765151515151515,0.3269537480063796,1221.5475974082947
43,0.8257575757575758,0.3508771929824561,1249.4504804611206
44,0.8331339712918661,0.35645933014354064,1277.365365743637
45,0.8343301435406698,0.35007974481658694,1305.2072381973267
46,0.8201754385964912,0.32216905901116427,1333.0666139125824
47,0.8588516746411483,0.3333333333333333,1360.9719972610474
48,0.8706140350877193,0.35167464114832536,1389.0379090309143
49,0.8833732057416268,0.35964912280701755,1417.0033032894135
50,0.8875598086124402,0.3684210526315789,1445.597808122635
51,0.9019138755980861,0.35566188197767146,1474.5518741607666
52,0.914274322169059,0.37161084529505584,1502.8413245677948
53,0.8999202551834131,0.3548644338118022,1530.9672474861145
54,0.9106858054226475,0.3827751196172249,1558.9941515922546
55,0.9282296650717703,0.36363636363636365,1587.0370593070984
56,0.919457735247209,0.3660287081339713,1615.0969698429108
57,0.92085326953748,0.3452950558213716,1643.1568803787231
58,0.9266347687400319,0.3524720893141946,1671.1467792987823
59,0.9252392344497608,0.3532695374800638,1699.3357117176056
