,accTrain,accTest,time
0,0.008771929824561403,0.004784688995215311,37.31161880493164
1,0.01933811802232855,0.013556618819776715,71.88316869735718
2,0.02073365231259968,0.019138755980861243,106.6057448387146
3,0.029505582137161084,0.02631578947368421,141.40483474731445
4,0.043859649122807015,0.03508771929824561,176.67000651359558
5,0.04844497607655503,0.04226475279106858,211.9461796283722
6,0.07157097288676235,0.051834130781499205,246.86779117584229
7,0.08871610845295055,0.07496012759170653,282.0674514770508
8,0.0905103668261563,0.08133971291866028,317.11558532714844
9,0.1297846889952153,0.11483253588516747,352.3072438240051
10,0.15550239234449761,0.10925039872408293,387.4964017868042
11,0.15869218500797447,0.12041467304625199,422.8625912666321
12,0.1935805422647528,0.1371610845295056,458.29229164123535
13,0.22966507177033493,0.1547049441786284,493.5969705581665
14,0.2513955342902711,0.19059011164274323,528.9411551952362
15,0.2689393939393939,0.1810207336523126,564.2928416728973
16,0.2862838915470494,0.1937799043062201,599.7235414981842
17,0.35127591706539074,0.24322169059011164,635.0687277317047
18,0.39174641148325356,0.24880382775119617,670.5054295063019
19,0.39872408293460926,0.2583732057416268,705.7600991725922
20,0.4182615629984051,0.2679425837320574,741.0977833271027
21,0.4314194577352472,0.24561403508771928,776.4459693431854
22,0.49681020733652315,0.29984051036682613,811.7326443195343
23,0.5261164274322169,0.3014354066985646,847.075829744339
24,0.5416666666666666,0.30303030303030304,882.0354475975037
25,0.5863237639553429,0.3038277511961722,916.8540413379669
26,0.6000797448165869,0.2974481658692185,950.7239682674408
27,0.5741626794258373,0.2982456140350877,984.8684439659119
28,0.6501196172248804,0.310207336523126,1018.7683765888214
29,0.7053429027113237,0.3349282296650718,1052.9488582611084
30,0.7284688995215312,0.3269537480063796,1086.5882456302643
31,0.7741228070175439,0.3365231259968102,1120.2541365623474
32,0.7932615629984051,0.3365231259968102,1153.872019290924
33,0.8125996810207337,0.3588516746411483,1187.668934583664
34,0.8036283891547049,0.34688995215311,1221.3288252353668
35,0.854066985645933,0.37320574162679426,1254.974713563919
36,0.8165869218500797,0.3317384370015949,1288.6576073169708
37,0.8763955342902712,0.3684210526315789,1322.297494649887
38,0.8785885167464115,0.3484848484848485,1355.965386390686
39,0.907695374800638,0.3660287081339713,1389.936331987381
40,0.9158692185007975,0.3875598086124402,1423.6537325382233
41,0.9182615629984051,0.361244019138756,1457.3076224327087
42,0.9310207336523126,0.35645933014354064,1491.1015365123749
43,0.9276315789473685,0.3803827751196172,1524.9024515151978
44,0.9366028708133971,0.3532695374800638,1558.6163516044617
45,0.9395933014354066,0.36363636363636365,1592.2882442474365
46,0.9360047846889952,0.36443381180223283,1626.0781576633453
47,0.95414673046252,0.3684210526315789,1659.7635519504547
48,0.9557416267942583,0.37161084529505584,1693.5559666156769
49,0.9746810207336523,0.37320574162679426,1727.2833688259125
50,0.9708931419457735,0.3684210526315789,1761.0067698955536
51,0.9625199362041468,0.379585326953748,1794.7386734485626
52,0.9796650717703349,0.3883572567783094,1828.4460728168488
53,0.9778708133971292,0.3803827751196172,1862.426519393921
54,0.9746810207336523,0.3803827751196172,1896.055404663086
55,0.9762759170653907,0.372408293460925,1929.7302975654602
56,0.9818580542264753,0.36762360446570974,1963.3451807498932
57,0.9906299840510366,0.39792663476874,1996.9540622234344
58,0.9916267942583732,0.4003189792663477,2030.6004502773285
59,0.9870414673046252,0.3923444976076555,2064.3593583106995
