,val_loss,val_sparse_categorical_accuracy,loss,sparse_categorical_accuracy
0,1.0499392877387836,0.5286569595336914,1.0964001393153924,0.36009538
1,0.888766928143334,0.5705731511116028,1.0142922606743638,0.47694755
2,0.9106647806151287,0.5329341292381287,0.9355961362647202,0.5361685
3,0.899557070817776,0.5312232971191406,0.9085684103756022,0.54756224
4,0.8503178456484303,0.5457656383514404,0.8885082395922019,0.56028086
5,0.8771988891249951,0.5414884686470032,0.8757919155862764,0.5665077
6,0.8568980700445542,0.538922131061554,0.8608740434232185,0.577239
7,0.9224265115805627,0.5158255100250244,0.8440476528664524,0.59393215
8,0.8085097276929916,0.5953806638717651,0.8142230029957725,0.6106253
9,0.8087572086764973,0.5902480483055115,0.7868209532410239,0.63804984
10,0.7627742720833184,0.6261762380599976,0.7634026984973881,0.65593535
11,0.7390197691395305,0.652694582939148,0.7405134592349402,0.667859
12,0.7946050348090147,0.6005132794380188,0.7025081149534883,0.6959459
13,0.7576819574659558,0.6338751316070557,0.6373774696419842,0.7253577
14,0.834961913302987,0.5714285969734192,0.6121090729841809,0.7465554
15,0.7027445622648919,0.6706587076187134,0.5961814907156859,0.75410706
16,0.6572380684399013,0.7074422836303711,0.5646403480852226,0.77437735
17,0.6546091051872619,0.7023096680641174,0.5315839395077063,0.7859036
18,0.684612267235592,0.6946107745170593,0.5175868131429604,0.7974298
19,0.6378057260509227,0.7134302854537964,0.47916882848006803,0.81160575
20,0.6806246418031084,0.6852010488510132,0.47248226966438434,0.81359303
21,0.7515519166013132,0.6954662203788757,0.46821307305248566,0.81597775
22,0.6646053945538934,0.7100085616111755,0.45026160385726177,0.82498676
23,0.7007557733942037,0.6954662203788757,0.4268344243683383,0.8335983
24,0.693050860542839,0.7168520092964172,0.4233387268341339,0.83585054
25,0.7063979312229401,0.7057313919067383,0.4099180248359176,0.84512454
26,0.7232174297190814,0.731394350528717,0.40956149647080464,0.8400901
27,0.6685776759458465,0.7082976698875427,0.40089464868321645,0.84499204
28,0.7066811128392803,0.7031651139259338,0.3996729330689299,0.84605193
29,0.7183155278245846,0.7082976698875427,0.374362066174918,0.8512189
30,0.6706959717899842,0.6928999423980713,0.3907853411851134,0.8480392
31,0.6874369926387373,0.7228400111198425,0.3689220383423753,0.85744566
32,0.7174449169911107,0.699743390083313,0.35505096465112296,0.8648649
33,0.7262380351563413,0.6963216662406921,0.3529656585967282,0.8648649
34,0.6566274882484645,0.7305389046669006,0.35427172901330956,0.8612878
35,0.6835724416199253,0.6894781589508057,0.3363068836924255,0.8704293
36,0.7574011718645577,0.7168520092964172,0.33964843892457314,0.8692369
37,0.6819169263333924,0.7048759460449219,0.33852752594639524,0.86645466
38,0.7376122413485146,0.7288280725479126,0.329462041678603,0.8737414
39,0.7452943574882553,0.7365269660949707,0.31777982037093944,0.87599367
40,0.7399698488726587,0.7271171808242798,0.3237523518198687,0.872814
41,0.733774831093102,0.7211291790008545,0.3086736849141487,0.8827504
