,loss,accuracy,val_loss,val_accuracy
0,0.9394746422767639,0.5668735504150391,0.8347628116607666,0.6193327903747559
1,0.8331023454666138,0.6235823035240173,0.7970980405807495,0.6372968554496765
2,0.7690942287445068,0.659961462020874,0.7654126286506653,0.6347305178642273
3,0.7483557462692261,0.6683073043823242,0.7226462960243225,0.669803261756897
4,0.688288152217865,0.6984806060791016,0.7402732968330383,0.6578271985054016
5,0.6821634769439697,0.7010485529899597,0.6863947510719299,0.6894781589508057
6,0.6413324475288391,0.7245880365371704,0.6842047572135925,0.6877673268318176
7,0.6256805658340454,0.7292959690093994,0.6520809531211853,0.6971770524978638
8,0.5986127257347107,0.7404237389564514,0.6435948610305786,0.7040205597877502
9,0.5816916823387146,0.7504814863204956,0.6253013610839844,0.7082976698875427
10,0.5710116624832153,0.7517654895782471,0.6458182334899902,0.7031651139259338
11,0.59443598985672,0.7432056665420532,0.5907225608825684,0.7356715202331543
12,0.5392364263534546,0.7633212208747864,0.6320735216140747,0.7142857313156128
13,0.5492948889732361,0.7622512578964233,0.5709903240203857,0.7331052422523499
14,0.5197686553001404,0.769955039024353,0.5940528512001038,0.7159965634346008
15,0.5023688673973083,0.778942883014679,0.5929797291755676,0.7279726266860962
16,0.48892855644226074,0.7894286513328552,0.8633440136909485,0.628742516040802
17,0.6488151550292969,0.710464358329773,0.5850387215614319,0.7228400111198425
18,0.5091352462768555,0.7755189538002014,0.5521947741508484,0.740804135799408
19,0.48314112424850464,0.778942883014679,0.5808744430541992,0.7279726266860962
20,0.4680851697921753,0.7898566126823425,0.5432294011116028,0.7399486899375916
21,0.46094396710395813,0.7915685772895813,0.546308696269989,0.742514967918396
22,0.4489373564720154,0.7967044711112976,0.6030535697937012,0.71257483959198
23,0.5202231407165527,0.7628931999206543,0.6049335598945618,0.7159965634346008
24,0.4735412895679474,0.7840787768363953,0.535076379776001,0.7476475834846497
25,0.43868523836135864,0.8001284003257751,0.5303366780281067,0.7442258596420288
26,0.43752315640449524,0.7982024550437927,0.5283449292182922,0.7339606285095215
27,0.43021056056022644,0.79863041639328,0.5298629403114319,0.7288280725479126
28,0.4152912497520447,0.8063342571258545,0.5457438826560974,0.7382377982139587
29,0.40260839462280273,0.8116841316223145,0.5503090023994446,0.7262617349624634
30,0.42433398962020874,0.8020543456077576,0.5364769101142883,0.7459366917610168
31,0.39722466468811035,0.8176760077476501,0.585056722164154,0.7134302854537964
32,0.41983646154403687,0.8011983633041382,0.5473641753196716,0.7271171808242798
33,0.3877827227115631,0.8181040287017822,0.5507642030715942,0.7219846248626709
34,0.3918873071670532,0.8129681348800659,0.5343619585037231,0.7519246935844421
35,0.38511866331100464,0.8153220415115356,0.5605564117431641,0.7348160743713379
36,0.37185603380203247,0.8196019530296326,0.5691952109336853,0.7331052422523499
37,0.36816903948783875,0.8266637921333313,0.5611904263496399,0.7339606285095215
38,0.35508427023887634,0.8275197744369507,0.5429733395576477,0.7348160743713379
39,0.3501100242137909,0.8343676328659058,0.5761460065841675,0.7211291790008545
40,0.3769976496696472,0.8202439546585083,0.5833215713500977,0.7288280725479126
41,0.342500776052475,0.8369355797767639,0.574985682964325,0.7279726266860962
42,0.33172109723091125,0.8412154912948608,0.5646193623542786,0.7390932440757751
43,0.32905152440071106,0.8397175073623657,0.6183936595916748,0.7168520092964172
44,0.32649126648902893,0.8416435122489929,0.5736746191978455,0.7245509028434753
45,0.340903103351593,0.8347956538200378,0.594279944896698,0.731394350528717
46,0.32507094740867615,0.8429274559020996,0.5821018218994141,0.7219846248626709
47,0.30909478664398193,0.8461374044418335,0.5960813164710999,0.7271171808242798
48,0.3237082064151764,0.8450673818588257,0.6379700303077698,0.7194182872772217
49,0.3084662854671478,0.8517012596130371,0.5978559851646423,0.7288280725479126
50,0.3165627419948578,0.849561333656311,0.6171675324440002,0.7331052422523499
51,0.2939492166042328,0.8536272048950195,0.6443052887916565,0.7108640074729919
52,0.291280597448349,0.8551251888275146,0.7069579362869263,0.7005987763404846
53,0.3313958942890167,0.8343676328659058,0.6601642370223999,0.7159965634346008
54,0.2823501229286194,0.8544831871986389,0.6248915195465088,0.7288280725479126
55,0.2696176767349243,0.8656109571456909,0.6567143797874451,0.7236954569816589
56,0.3500211834907532,0.8300877213478088,0.6506801843643188,0.7151411175727844
57,0.2843583822250366,0.8628290295600891,0.6931165456771851,0.731394350528717
58,0.25700512528419495,0.8707468509674072,0.6656858921051025,0.7254063487052917
59,0.2512216866016388,0.8703188300132751,0.7449284791946411,0.7091531157493591
60,0.29232048988342285,0.8587630987167358,0.7022503018379211,0.7228400111198425
61,0.2525140345096588,0.8694628477096558,0.7442765235900879,0.7339606285095215
62,0.2434428185224533,0.8812326192855835,0.7098747491836548,0.7382377982139587
63,0.22946706414222717,0.8769527077674866,0.7870858311653137,0.7202737331390381
64,0.31176382303237915,0.8531992435455322,0.6999449729919434,0.7194182872772217
65,0.23473472893238068,0.8782366514205933,0.753380298614502,0.7202737331390381
66,0.2398557811975479,0.8786646723747253,0.7863085269927979,0.7236954569816589
67,0.21682800352573395,0.8878664374351501,0.8550505638122559,0.7159965634346008
68,0.2596951127052307,0.866680920124054,0.795936644077301,0.7305389046669006
69,0.20472243428230286,0.8945003151893616,0.7703258395195007,0.71856290102005
70,0.20807936787605286,0.8833725452423096,0.7907940149307251,0.7159965634346008
71,0.20313070714473724,0.8930023312568665,0.8245134949684143,0.7168520092964172
72,0.2000867873430252,0.8972822427749634,0.8556445837020874,0.7117193937301636
73,0.19338369369506836,0.8951423168182373,0.8722400665283203,0.7134302854537964
74,0.19090619683265686,0.8968542814254761,0.9109466075897217,0.7211291790008545
75,0.18549995124340057,0.8996362090110779,0.9204150438308716,0.7142857313156128
76,0.17740270495414734,0.9090520143508911,0.9736361503601074,0.7159965634346008
77,0.17382647097110748,0.9034880995750427,0.9497145414352417,0.7177074551582336
78,0.1710352599620819,0.9062700867652893,0.9704757928848267,0.7151411175727844
79,0.17214129865169525,0.9066980481147766,0.9333280920982361,0.7159965634346008
80,0.16590647399425507,0.9101219773292542,0.9967408776283264,0.7159965634346008
81,0.16331225633621216,0.9060560464859009,1.0098192691802979,0.7117193937301636
82,0.16363297402858734,0.9056280851364136,1.0294471979141235,0.7117193937301636
83,0.1619359701871872,0.9090520143508911,1.0837297439575195,0.71257483959198
84,0.16003073751926422,0.9114059209823608,1.1151601076126099,0.7202737331390381
85,0.18044807016849518,0.9032741189002991,1.133055567741394,0.7134302854537964
86,0.1735163927078247,0.9007061719894409,1.08590829372406,0.7177074551582336
87,0.16807648539543152,0.9007061719894409,1.1112793684005737,0.7271171808242798
88,0.16522496938705444,0.9084100127220154,1.1433576345443726,0.7254063487052917
89,0.15407660603523254,0.9094799757003784,1.2094460725784302,0.7168520092964172
90,0.16184650361537933,0.9030601382255554,1.1803221702575684,0.7202737331390381
91,0.15835510194301605,0.9077680110931396,1.1731953620910645,0.7108640074729919
92,0.150431290268898,0.9109779596328735,1.2817050218582153,0.7159965634346008
93,0.14188252389431,0.9148298501968384,1.2798118591308594,0.71257483959198
94,0.14770548045635223,0.9135459065437317,1.2227354049682617,0.7100085616111755
95,0.14372967183589935,0.9081960320472717,1.2063417434692383,0.7091531157493591
96,0.14977535605430603,0.9084100127220154,1.2824863195419312,0.7117193937301636
97,0.15081046521663666,0.9090520143508911,1.3743782043457031,0.7177074551582336
98,0.3042626976966858,0.8690348863601685,1.1966917514801025,0.7065868377685547
99,0.1658550649881363,0.9054141044616699,1.1294100284576416,0.7211291790008545
