,val_loss,val_sparse_categorical_accuracy,loss,sparse_categorical_accuracy
0,0.9768212771599266,0.5252352356910706,1.0200738588747824,0.5330623
1,0.94181096788346,0.5252352356910706,0.9592907024914565,0.53841215
2,0.8766167463146793,0.5252352356910706,0.9093210039010222,0.53841215
3,0.8829858503961685,0.617621898651123,0.8650693130676838,0.5809972
4,0.8152934977700305,0.6227545142173767,0.8346134461709628,0.61994433
5,0.7999108559153241,0.6338751316070557,0.8138019351598387,0.6295741
6,0.787463057336897,0.639863133430481,0.7938678822781681,0.637492
7,0.8371873874252326,0.6313087940216064,0.7915121505430366,0.6428419
8,0.7851369025056641,0.6484174728393555,0.7835124487313626,0.64819175
9,0.825314458003913,0.639863133430481,0.7686816364903024,0.65782154
10,0.7812938113004556,0.6390076875686646,0.7677958126423218,0.6550396
11,0.7729694021880066,0.6552609205245972,0.7720750687070305,0.6541836
12,0.7512123788188317,0.6680923700332642,0.7471030093593973,0.67515516
13,0.7434400354724751,0.6689478158950806,0.7397846103339539,0.67601115
14,0.7438012557829211,0.6732249855995178,0.7541342752918094,0.6706613
15,0.7775135301850207,0.6552609205245972,0.7300330034395165,0.67986304
16,0.7423721835896743,0.6732249855995178,0.7404919863767602,0.68392897
17,0.7426290737450684,0.6783575415611267,0.7200059434369114,0.6849989
18,0.7322335565977366,0.682634711265564,0.7114702330496845,0.69441473
19,0.7276727807532017,0.688622772693634,0.716131520148055,0.69227475
20,0.8054301914646648,0.6407185792922974,0.6908341288285977,0.70169055
21,0.7584325843024601,0.6817793250083923,0.8199917794154029,0.6543976
22,0.7235942400348196,0.7005987763404846,0.6982450540793955,0.70597047
23,0.719910014073394,0.6963216662406921,0.6747195872203354,0.7190242
24,0.7003612423983264,0.7023096680641174,0.698675642527836,0.70532846
25,0.7126700273428951,0.6937553286552429,0.6590423076968619,0.71645623
26,0.6890641405502888,0.7005987763404846,0.6548606680517607,0.7136743
27,0.6774913951104476,0.7168520092964172,0.6331855678568554,0.728226
28,0.736797520551445,0.6792129874229431,0.6190231650264162,0.72801197
29,0.6375255711166342,0.7151411175727844,0.6171785793606994,0.7365718
30,0.6269233621930954,0.7348160743713379,0.5849809793800453,0.7402097
31,0.6377217756365996,0.71856290102005,0.5762590733427525,0.75240743
32,0.5941914741150633,0.7459366917610168,0.5811816591245501,0.7462016
33,0.5984667343803712,0.7459366917610168,0.5423694211768818,0.7588273
34,0.6212815527634502,0.7390932440757751,0.5360977825071529,0.76760113
35,0.5889213825006379,0.7519246935844421,0.5342539422470728,0.7643912
36,0.5971593842534961,0.740804135799408,0.5181865602469726,0.772523
37,0.7163492426900806,0.6920444965362549,0.4968621839478009,0.78386474
38,0.5947149004356997,0.7527801394462585,0.5478247960986753,0.772951
39,0.5869898636999856,0.7450812458992004,0.4963649790423147,0.78065485
40,0.5814149948753181,0.7570573091506958,0.48151946766750414,0.7919966
41,0.7653229719966369,0.6834901571273804,0.4714891861318241,0.7949925
42,0.5931650872308031,0.7510693073272705,0.5777076887951957,0.76460516
43,0.583785263644619,0.7553464770317078,0.47215530580268816,0.79178256
44,0.6210730235427746,0.729683518409729,0.4573668152597714,0.7988444
45,0.5998778369714298,0.7399486899375916,0.556642562297639,0.7665311
46,0.6158396273825901,0.7390932440757751,0.5417654386944966,0.7765889
47,0.5829675717676063,0.7390932440757751,0.456892408363612,0.7994864
48,0.560035041298389,0.7476475834846497,0.4491040214032043,0.80055636
49,0.586242604755356,0.742514967918396,0.43242249742912425,0.8095442
50,0.5676467844418117,0.7579127550125122,0.4707307240423696,0.79691845
51,0.5586963651320993,0.7450812458992004,0.42517757377506143,0.81296813
52,0.5784513940660233,0.7519246935844421,0.46641655792752246,0.79306656
53,0.6617702278344421,0.7331052422523499,0.4400246409157627,0.80419433
54,0.7108360650806573,0.7023096680641174,0.48632812492346933,0.78814465
55,0.5994058595038154,0.7467921376228333,0.5403005149436283,0.76460516
56,0.5623898198198721,0.7527801394462585,0.43834474451302613,0.8044083
57,0.5670133593043677,0.7493584156036377,0.4173381696440233,0.818532
58,0.6022309966837881,0.7399486899375916,0.40909737835323534,0.8206719
59,0.561397533624778,0.7562018632888794,0.39840410503411533,0.82045794
60,0.5654599823127759,0.7553464770317078,0.41868522196780733,0.81446606
61,0.5677781368393078,0.7467921376228333,0.40122781795537843,0.81575006
62,0.5896491407328329,0.7562018632888794,0.38787280251768275,0.818746
63,0.619371336275334,0.7476475834846497,0.38912320196923134,0.8234539
64,0.5788335847844417,0.7527801394462585,0.3816350393520225,0.82388186
65,0.566318521905496,0.7493584156036377,0.3853271300797828,0.82687783
66,0.6089138901570192,0.7544910311698914,0.36303226107987757,0.8354376
67,0.6255061014071808,0.7339606285095215,0.3776321386076987,0.8294458
68,0.5933798609430511,0.7485029697418213,0.37008041546470843,0.8273058
69,0.5909513012530765,0.7621899247169495,0.3707390237283125,0.8317997
70,0.6661399592692471,0.7442258596420288,0.36153406607576644,0.8373636
71,0.5721951790147607,0.7493584156036377,0.35676636625249,0.8313717
72,0.6431608177128768,0.7416595220565796,0.35362258335711383,0.84378344
73,0.5989697661993338,0.7579127550125122,0.34519028326900186,0.8403595
74,0.6575330028786834,0.7399486899375916,0.3440558526424612,0.83928955
75,0.6678155334817741,0.7502138614654541,0.3458907792164125,0.83779156
76,0.5839455843328716,0.7621899247169495,0.33216930994723715,0.84784937
77,0.5789658934056402,0.7639007568359375,0.3431377568685368,0.8452814
78,0.6265430801234967,0.7459366917610168,0.32857662965956863,0.84677935
79,0.6554440220672927,0.7604790329933167,0.32273048897473733,0.8452814
80,0.6944392176649323,0.7459366917610168,0.3339145899380195,0.8362936
81,0.6153526388242573,0.7579127550125122,0.34461134871144683,0.8369356
82,0.6200661449936131,0.7604790329933167,0.33516697561666897,0.8463514
83,0.6543960365553612,0.7356715202331543,0.32777047869022924,0.8454954
84,0.6180246080518075,0.7544910311698914,0.3176298217159167,0.8499893
85,0.693892658929523,0.7339606285095215,0.3210827193766826,0.8491333
86,0.6305982838133852,0.7365269660949707,0.32515181533126536,0.84378344
87,0.7255523610155842,0.7305389046669006,0.2889984910809446,0.85640913
88,0.9390590476418683,0.5337895750999451,1.5587837610679955,0.6334261
89,0.7393279527373758,0.6313087940216064,0.803303081704084,0.6178044
90,0.6509357555183822,0.7236954569816589,0.623231571235469,0.71174836
91,0.6103056875735495,0.742514967918396,0.6202803168875514,0.72886795
92,0.5714927707807542,0.7613344788551331,0.5186683216658172,0.77402097
93,0.6224729720092004,0.7467921376228333,0.4810384918899524,0.78793067
94,0.556195716352112,0.7630453109741211,0.48091202085288054,0.7860047
95,0.5723077318829487,0.7621899247169495,0.4511715013062689,0.80783224
96,0.5845603909219198,0.7596235871315002,0.4285457514500672,0.8131821
97,0.5693824765924922,0.7630453109741211,0.42163977855702883,0.81168413
98,0.5356022827996465,0.7647562026977539,0.41331224667819977,0.81896
99,0.5676038129600937,0.7579127550125122,0.39391813551970806,0.8249518
